"","Dataset","Model","Feature","Feature_Value","group_size","Feature_EN","Feature_Value_EN","stage","Metric","Value"
"992","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","TP",NA
"993","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","TOTAL",NA
"994","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","ACT_N",NA
"995","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","ACT_P",NA
"996","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","PRED_P",NA
"997","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","PRED_N",NA
"998","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","FPR",NA
"999","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","PPV",NA
"1000","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","TPR",NA
"1001","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","ERROR",NA
"1002","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","TN",36.377245508982
"1003","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","FP",8.83233532934132
"1004","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","FN",35.1497005988024
"1005","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","TP",19.6407185628743
"1006","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","TOTAL",100
"1007","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","ACT_N",45.2095808383234
"1008","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","ACT_P",54.7904191616767
"1009","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","PRED_P",28.4730538922156
"1010","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","PRED_N",71.5269461077844
"1011","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","FPR",19.5364238410596
"1012","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","PPV",68.9800210304942
"1013","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","TPR",35.8469945355191
"1014","TrainTest","AR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/AR","ERROR",43.9820359281437
"1015","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","TN",30.527289546716
"1016","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","FP",10.8233117483811
"1017","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","FN",33.7650323774283
"1018","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","TP",24.8843663274746
"1019","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","TOTAL",100
"1020","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","ACT_N",41.3506012950971
"1021","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","ACT_P",58.6493987049029
"1022","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","PRED_P",35.7076780758557
"1023","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","PRED_N",64.2923219241443
"1024","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","FPR",26.1744966442953
"1025","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","PPV",69.6891191709845
"1026","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","TPR",42.4290220820189
"1027","TrainTest","AR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/AR","ERROR",44.5883441258094
"1028","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","TN",39.2317652136383
"1029","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","FP",7.85498489425982
"1030","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","FN",35.563228312473
"1031","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","TP",17.3500215796288
"1032","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","TOTAL",100
"1033","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","ACT_N",47.0867501078981
"1034","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","ACT_P",52.9132498921019
"1035","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","PRED_P",25.2050064738886
"1036","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","PRED_N",74.7949935261114
"1037","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","FPR",16.6819431714024
"1038","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","PPV",68.8356164383562
"1039","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","TPR",32.78955954323
"1040","TrainTest","AR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/AR","ERROR",43.4182132067328
"1041","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","TN",33.7712895377129
"1042","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","FP",10.2189781021898
"1043","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","FN",34.4525547445255
"1044","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","TP",21.5571776155718
"1045","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","TOTAL",100
"1046","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","ACT_N",43.9902676399027
"1047","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","ACT_P",56.0097323600973
"1048","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","PRED_P",31.7761557177616
"1049","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","PRED_N",68.2238442822384
"1050","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","FPR",23.2300884955752
"1051","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","PPV",67.8407350689127
"1052","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","TPR",38.488271068636
"1053","TrainTest","AR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/AR","ERROR",44.6715328467153
"1054","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","TN",40.5807892777364
"1055","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","FP",6.62695457930008
"1056","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","FN",35.8153387937453
"1057","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","TP",16.9769173492182
"1058","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","TOTAL",100
"1059","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","ACT_N",47.2077438570365
"1060","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","ACT_P",52.7922561429635
"1061","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","PRED_P",23.6038719285182
"1062","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","PRED_N",76.3961280714818
"1063","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","FPR",14.0378548895899
"1064","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","PPV",71.9242902208202
"1065","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","TPR",32.1579689703808
"1066","TrainTest","AR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/AR","ERROR",42.4422933730454
"1067","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","TN",34.8175182481752
"1068","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","FP",9.74452554744525
"1069","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","FN",34.4525547445255
"1070","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","TP",20.985401459854
"1071","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","TOTAL",100
"1072","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","ACT_N",44.5620437956204
"1073","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","ACT_P",55.4379562043796
"1074","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","PRED_P",30.7299270072993
"1075","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","PRED_N",69.2700729927007
"1076","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","FPR",21.8673218673219
"1077","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","PPV",68.2897862232779
"1078","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","TPR",37.8538512179065
"1079","TrainTest","AR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/AR","ERROR",44.1970802919708
"1080","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","TN",NA
"1081","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","FP",NA
"1082","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","FN",NA
"1083","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","TP",NA
"1084","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","TOTAL",NA
"1085","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","ACT_N",NA
"1086","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","ACT_P",NA
"1087","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","PRED_P",NA
"1088","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","PRED_N",NA
"1089","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","FPR",NA
"1090","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","PPV",NA
"1091","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","TPR",NA
"1092","TrainTest","AR","Leeftijd&lt;50","0",NA,"Age < 50","above 50","TrainTest/AR","ERROR",NA
"1093","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","TN",36.6450683945284
"1094","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","FP",8.71130309575234
"1095","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","FN",35.4211663066955
"1096","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","TP",19.2224622030238
"1097","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","TOTAL",100
"1098","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","ACT_N",45.3563714902808
"1099","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","ACT_P",54.6436285097192
"1100","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","PRED_P",27.9337652987761
"1101","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","PRED_N",72.0662347012239
"1102","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","FPR",19.2063492063492
"1103","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","PPV",68.8144329896907
"1104","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","TPR",35.1778656126482
"1105","TrainTest","AR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/AR","ERROR",44.1324694024478
"1106","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","TN",NA
"1107","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","FP",NA
"1108","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","FN",NA
"1109","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","TP",NA
"1110","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","TOTAL",NA
"1111","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","ACT_N",NA
"1112","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","ACT_P",NA
"1113","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","PRED_P",NA
"1114","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","PRED_N",NA
"1115","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","FPR",NA
"1116","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","PPV",NA
"1117","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","TPR",NA
"1118","TrainTest","AR","IsNederlands","0",NA,"Dutch","Not Dutch","TrainTest/AR","ERROR",NA
"1119","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","TN",36.4537068670994
"1120","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","FP",8.88281516911514
"1121","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","FN",35.1554492654595
"1122","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","TP",19.5080286983259
"1123","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","TOTAL",100
"1124","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","ACT_N",45.3365220362146
"1125","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","ACT_P",54.6634779637854
"1126","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","PRED_P",28.3908438674411
"1127","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","PRED_N",71.6091561325589
"1128","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","FPR",19.5930670685757
"1129","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","PPV",68.7123947051745
"1130","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","TPR",35.6875
"1131","TrainTest","AR","IsWesters","1",2927,"Western","Western","TrainTest/AR","ERROR",44.0382644345746
"1132","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","TN",NA
"1133","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","FP",NA
"1134","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","FN",NA
"1135","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","TP",NA
"1136","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","TOTAL",NA
"1137","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","ACT_N",NA
"1138","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","ACT_P",NA
"1139","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","PRED_P",NA
"1140","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","PRED_N",NA
"1141","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","FPR",NA
"1142","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","PPV",NA
"1143","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","TPR",NA
"1144","TrainTest","AR","IsWesters","0",NA,"Western","Not Western","TrainTest/AR","ERROR",NA
